id,id_pratica,data_creazione,stato_pratica,note,id_cliente
363,336-670-2640,2016-03-15 00:00:00,open,mlinahan@yahoo.com,360
364,631-443-4710,2016-03-15 00:00:00,close,krauser@cox.net,361
365,201-825-2514,2016-03-15 00:00:00,close,pdubaldi@hotmail.com,362
366,901-412-4381,2016-03-15 00:00:00,close,linn_paa@paa.com,363
367,404-505-4445,2016-03-15 00:00:00,open,paris@hotmail.com,364
368,650-473-1262,2016-03-15 00:00:00,close,wynell_dorshorst@dorshorst.org,365
369,952-702-7993,2016-03-15 00:00:00,open,qbirkner@aol.com,366
370,480-726-1280,2016-03-15 00:00:00,open,regenia.kannady@cox.net,367
371,718-976-8610,2016-03-15 00:00:00,open,sheron@aol.com,368
372,770-844-3447,2016-03-15 00:00:00,open,izetta.funnell@hotmail.com,369
373,507-210-3510,2016-03-15 00:00:00,close,rodolfo@hotmail.com,370
374,203-461-1949,2016-03-15 00:00:00,close,zona@hotmail.com,371
375,260-273-3725,2016-03-15 00:00:00,close,szagen@aol.com,372
376,601-927-8287,2016-03-15 00:00:00,open,paz_sahagun@cox.net,373
377,586-970-7380,2016-03-15 00:00:00,close,markus@yahoo.com,374
378,719-853-3600,2016-03-15 00:00:00,open,jaclyn@aol.com,375
379,212-745-8484,2016-03-15 00:00:00,open,cyril_daufeldt@daufeldt.com,376
380,510-686-3407,2016-03-15 00:00:00,open,gschnitzler@gmail.com,377
381,773-704-9903,2016-03-15 00:00:00,open,erick_nievas@aol.com,378
382,570-218-4831,2016-03-15 00:00:00,close,jennie@cox.net,379
383,530-986-9272,2016-03-15 00:00:00,close,mscipione@scipione.com,380
384,845-823-8877,2016-03-15 00:00:00,close,cventura@yahoo.com,381
385,216-600-6111,2016-03-15 00:00:00,open,galen@yahoo.com,382
386,973-852-2736,2016-03-15 00:00:00,close,tfeichtner@yahoo.com,383
387,907-435-9166,2016-03-15 00:00:00,open,gail@kitty.com,384
388,215-268-1275,2016-03-15 00:00:00,open,dalene@schoeneck.org,385
389,513-977-7043,2016-03-15 00:00:00,open,gertude.witten@gmail.com,386
390,310-699-1222,2016-03-15 00:00:00,open,lizbeth@yahoo.com,387
391,515-370-7348,2016-03-15 00:00:00,close,gberray@gmail.com,388
392,610-809-1818,2016-03-15 00:00:00,close,lashandra@yahoo.com,389
393,919-623-2524,2016-03-15 00:00:00,close,lnewville@newville.com,390
394,509-695-5199,2016-03-15 00:00:00,open,laurel@yahoo.com,391
395,914-868-5965,2016-03-15 00:00:00,close,mireya.frerking@hotmail.com,392
396,410-757-1035,2016-03-15 00:00:00,open,annelle@yahoo.com,393
397,516-847-4418,2016-03-15 00:00:00,open,dean_ketelsen@gmail.com,394
398,508-456-4907,2016-03-15 00:00:00,open,levi.munis@gmail.com,395
399,918-644-9555,2016-03-15 00:00:00,open,sylvie@aol.com,396
400,231-467-9978,2016-03-15 00:00:00,close,sharee_maile@aol.com,397
401,337-566-6001,2016-03-15 00:00:00,close,cordelia_storment@aol.com,398
402,419-975-3182,2016-03-15 00:00:00,close,mollie_mcdoniel@yahoo.com,399
403,619-461-9984,2016-03-15 00:00:00,open,brett.mccullan@mccullan.com,400
404,203-892-3863,2016-03-15 00:00:00,close,teddy_pedrozo@aol.com,401
405,201-920-9002,2016-03-15 00:00:00,open,tasia_andreason@yahoo.com,402
406,330-903-1345,2016-03-15 00:00:00,open,hubert@walthall.org,403
407,201-238-5688,2016-03-15 00:00:00,open,arthur.farrow@yahoo.com,404
408,616-737-3085,2016-03-15 00:00:00,open,vberlanga@berlanga.com,405
409,601-567-5386,2016-03-15 00:00:00,close,billye_miro@cox.net,406
410,901-640-9178,2016-03-15 00:00:00,close,glenna_slayton@cox.net,407
411,303-402-1940,2016-03-15 00:00:00,close,mitzie_hudnall@yahoo.com,408
412,901-901-4726,2016-03-15 00:00:00,open,bernardine_rodefer@yahoo.com,409
413,626-866-2339,2016-03-15 00:00:00,close,staci_schmaltz@aol.com,410
414,773-225-9985,2016-03-15 00:00:00,open,nichelle_meteer@meteer.com,411
415,718-228-5894,2016-03-15 00:00:00,open,jrhoden@yahoo.com,412
416,509-755-5393,2016-03-15 00:00:00,open,ettie.hoopengardner@hotmail.com,413
417,410-890-7866,2016-03-15 00:00:00,open,eden_jayson@yahoo.com,414
418,973-860-8610,2016-03-15 00:00:00,close,lynelle_auber@gmail.com,415
419,562-579-6900,2016-03-15 00:00:00,close,merissa.tomblin@gmail.com,416
420,732-628-9909,2016-03-15 00:00:00,close,golda_kaniecki@yahoo.com,417
421,973-210-3994,2016-03-15 00:00:00,open,catarina_gleich@hotmail.com,418
422,303-776-7548,2016-03-15 00:00:00,close,vkiel@hotmail.com,419
423,757-682-7116,2016-03-15 00:00:00,open,jolene@yahoo.com,420
424,602-919-4211,2016-03-15 00:00:00,open,keneth@yahoo.com,421
425,305-968-9487,2016-03-15 00:00:00,open,rikki@nayar.com,422
426,602-896-2993,2016-03-15 00:00:00,open,elke_sengbusch@yahoo.com,423
427,386-526-7800,2016-03-15 00:00:00,close,hoa@sarao.org,424
428,415-331-9634,2016-03-15 00:00:00,close,trinidad_mcrae@yahoo.com,425
429,858-793-9684,2016-03-15 00:00:00,close,mari_lueckenbach@yahoo.com,426
430,201-991-8369,2016-03-15 00:00:00,open,selma.husser@cox.net,427
431,909-430-7765,2016-03-15 00:00:00,close,aonofrio@onofrio.com,428
432,617-365-2134,2016-03-15 00:00:00,open,ljurney@hotmail.com,429
433,760-291-5497,2016-03-15 00:00:00,open,clorinda.heimann@hotmail.com,430
434,310-510-9713,2016-03-15 00:00:00,open,dick@yahoo.com,431
435,717-528-8996,2016-03-15 00:00:00,open,ahmed.angalich@angalich.com,432
436,480-293-2882,2016-03-15 00:00:00,close,iluminada.ohms@yahoo.com,433
437,561-470-4574,2016-03-15 00:00:00,close,joanna_leinenbach@hotmail.com,434
438,615-246-1824,2016-03-15 00:00:00,close,caprice@aol.com,435
439,859-717-7638,2016-03-15 00:00:00,open,stephane_myricks@cox.net,436
440,734-561-6170,2016-03-15 00:00:00,close,quentin_swayze@yahoo.com,437
441,936-751-7961,2016-03-15 00:00:00,open,annmarie_castros@gmail.com,438
442,973-482-2430,2016-03-15 00:00:00,open,shonda_greenbush@cox.net,439
443,201-693-3967,2016-03-15 00:00:00,open,clapage@lapage.com,440
444,305-988-4162,2016-03-15 00:00:00,open,jeanice.claucherty@yahoo.com,441
445,931-553-9774,2016-03-15 00:00:00,close,josphine_villanueva@villanueva.com,442
446,714-771-3880,2016-03-15 00:00:00,close,dperruzza@perruzza.com,443
447,847-633-3216,2016-03-15 00:00:00,close,cassi.wildfong@aol.com,444
448,215-888-3304,2016-03-15 00:00:00,open,britt@galam.org,445
449,973-654-1561,2016-03-15 00:00:00,close,adell.lipkin@lipkin.com,446
450,814-865-8113,2016-03-15 00:00:00,open,jacqueline.rowling@yahoo.com,447
451,801-293-9853,2016-03-15 00:00:00,open,lonny_weglarz@gmail.com,448
452,910-922-3672,2016-03-15 00:00:00,open,lonna_diestel@gmail.com,449
453,213-975-8026,2016-03-15 00:00:00,open,cristal@cox.net,450
454,517-499-2322,2016-03-15 00:00:00,close,kenneth.grenet@grenet.org,451
455,315-818-2638,2016-03-15 00:00:00,close,emclaird@mclaird.com,452
456,574-656-2800,2016-03-15 00:00:00,close,ajeanty@gmail.com,453
457,407-312-1691,2016-03-15 00:00:00,open,sharika.eanes@aol.com,454
458,973-751-9003,2016-03-15 00:00:00,close,nu@gmail.com,455
459,609-200-8577,2016-03-15 00:00:00,open,dcomnick@cox.net,456
460,608-382-4541,2016-03-15 00:00:00,open,cecilia_colaizzo@colaizzo.com,457
461,914-861-9748,2016-03-15 00:00:00,open,leslie@cox.net,458
462,336-370-5333,2016-03-15 00:00:00,open,nan@koppinger.com,459
463,410-473-1708,2016-03-15 00:00:00,close,idewar@dewar.com,460
464,732-730-2692,2016-03-15 00:00:00,close,tegan.arceo@arceo.org,461
465,830-258-2769,2016-03-15 00:00:00,close,ruthann@hotmail.com,462
466,847-519-5906,2016-03-15 00:00:00,open,joni_breland@cox.net,463
467,732-605-4781,2016-03-15 00:00:00,close,vrentfro@cox.net,464
468,402-896-5943,2016-03-15 00:00:00,open,colette.kardas@yahoo.com,465
469,703-221-5602,2016-03-15 00:00:00,open,malcolm_tromblay@cox.net,466
470,972-558-1665,2016-03-15 00:00:00,open,ryan@cox.net,467
471,212-510-4633,2016-03-15 00:00:00,open,jess.chaffins@chaffins.org,468
472,516-816-1541,2016-03-15 00:00:00,close,sbourbon@yahoo.com,469
473,352-598-8301,2016-03-15 00:00:00,close,nickolas_juvera@cox.net,470
474,317-542-6023,2016-03-15 00:00:00,close,gary_nunlee@nunlee.org,471
475,816-557-9673,2016-03-15 00:00:00,open,diane@cox.net,472
476,601-234-9632,2016-03-15 00:00:00,close,roslyn.chavous@chavous.org,473
477,325-869-2649,2016-03-15 00:00:00,open,glory@yahoo.com,474
478,408-805-4309,2016-03-15 00:00:00,open,rasheeda@aol.com,475
479,856-312-2629,2016-03-15 00:00:00,open,alpha@yahoo.com,476
480,510-974-8671,2016-03-15 00:00:00,open,refugia.jacobos@jacobos.com,477
481,407-538-5106,2016-03-15 00:00:00,close,shawnda.yori@yahoo.com,478
482,307-403-1488,2016-03-15 00:00:00,close,mdelasancha@hotmail.com,479
483,516-393-9967,2016-03-15 00:00:00,close,gilma_liukko@gmail.com,480
484,608-967-7194,2016-03-15 00:00:00,open,jgabisi@hotmail.com,481
485,201-431-2989,2016-03-15 00:00:00,close,lili.paskin@cox.net,482
486,570-648-3035,2016-03-15 00:00:00,open,loren.asar@aol.com,483
487,858-617-7834,2016-03-15 00:00:00,open,dorothy@cox.net,484
488,760-616-5388,2016-03-15 00:00:00,open,gail_similton@similton.com,485
489,609-373-3332,2016-03-15 00:00:00,open,catalina@hotmail.com,486
490,401-465-6432,2016-03-15 00:00:00,close,lawrence.lorens@hotmail.com,487
491,785-347-1805,2016-03-15 00:00:00,close,carlee.boulter@hotmail.com,488
492,916-920-3571,2016-03-15 00:00:00,close,tankeny@ankeny.org,489
493,386-248-4118,2016-03-15 00:00:00,open,joles@gmail.com,490
494,202-646-7516,2016-03-15 00:00:00,close,alesia_hixenbaugh@hixenbaugh.org,491
495,415-423-3294,2016-03-15 00:00:00,open,lai@gmail.com,492
496,208-709-1235,2016-03-15 00:00:00,open,bgillaspie@gillaspie.com,493
497,574-499-1454,2016-03-15 00:00:00,open,rkampa@kampa.org,494
498,308-726-2182,2016-03-15 00:00:00,open,flo.bookamer@cox.net,495
499,206-711-6498,2016-03-15 00:00:00,close,jbiddy@yahoo.com,496
500,407-413-4842,2016-03-15 00:00:00,close,chauncey_motley@aol.com,497
